source,target,etype
CD:72442,CP:2234585,autoria
CD:72442,CP:2234586,autoria
CD:72442,CP:2234587,autoria
CD:204364,CP:2234588,autoria
CD:204364,CP:2234589,autoria
CD:204408,CP:2234592,autoria
CD:204408,CP:2234593,autoria
CD:204408,CP:2234594,autoria
CD:204408,CP:2234595,autoria
CD:204408,CP:2234596,autoria
CD:204408,CP:2234597,autoria
CD:204408,CP:2234598,autoria
CD:141405,CP:2234609,autoria
CD:160570,CP:2234613,autoria
CD:160570,CP:2234614,autoria
CD:160570,CP:2234615,autoria
CD:160570,CP:2234616,autoria
CD:211866,CP:2234628,autoria
CD:73466,CP:2234629,autoria
CD:204523,CP:2234636,autoria
CD:160635,CP:2234638,autoria
CD:160635,CP:2234640,autoria
CD:74158,CP:2234649,autoria
CD:204425,CP:2234652,autoria
CD:74043,CP:2234654,autoria
CD:178832,CP:2234655,autoria
CD:204455,CP:2234657,autoria
CD:157130,CP:2234661,autoria
CD:74356,CP:2234662,autoria
CD:74161,CP:2234666,autoria
CD:204404,CP:2234672,autoria
CD:160604,CP:2234673,autoria
CD:178987,CP:2234674,autoria
CD:204457,CP:2234677,autoria
CD:204457,CP:2234678,autoria
CD:204457,CP:2234679,autoria
CD:204457,CP:2234680,autoria
CD:204457,CP:2234681,autoria
CD:204457,CP:2234684,autoria
CD:204485,CP:2234686,autoria
CO:101347,CP:2234707,autoria
CD:204572,CP:2234733,autoria
CD:204572,CP:2234734,autoria
CD:178951,CP:2235772,autoria
CD:204411,CP:2235780,autoria
CD:204427,CP:2235873,autoria
CD:204427,CP:2235875,autoria
CD:204427,CP:2235877,autoria
CD:204427,CP:2235879,autoria
CD:74655,CP:2235898,autoria
CD:204416,CP:2235900,autoria
CD:73486,CP:2235903,autoria
CD:204572,CP:2235904,autoria
CD:178975,CP:2235912,autoria
CD:74585,CP:2235914,autoria
CD:204536,CP:2235923,autoria
CD:204377,CP:2235924,autoria
CD:73486,CP:2235925,autoria
CD:212625,CP:2235927,autoria
CD:212625,CP:2235928,autoria
CD:212625,CP:2235929,autoria
CD:212625,CP:2235930,autoria
CD:212625,CP:2235931,autoria
CD:178961,CP:2235980,autoria
CD:204531,CP:2235982,autoria
CD:204461,CP:2235984,autoria
CD:204461,CP:2235985,autoria
CD:204461,CP:2235987,autoria
CD:204461,CP:2235988,autoria
CD:204461,CP:2235989,autoria
CD:212625,CP:2236024,autoria
CD:212625,CP:2236057,autoria
CD:212625,CP:2236058,autoria
CD:212625,CP:2236059,autoria
CO:253,CP:2236083,autoria
CO:5438,CP:2236114,autoria
CO:5438,CP:2236118,autoria
CO:253,CP:2236185,autoria
CO:253,CP:2236186,autoria
CO:253,CP:2236190,autoria
CO:253,CP:2236213,autoria
CO:253,CP:2236219,autoria
CO:253,CP:2236220,autoria
CO:253,CP:2236223,autoria
CO:253,CP:2236261,autoria
CO:253,CP:2236262,autoria
CD:204507,CP:2236269,autoria
CD:204507,CP:2236270,autoria
CD:204507,CP:2236272,autoria
CD:204507,CP:2236273,autoria
CD:141470,CP:2236281,autoria
CD:141470,CP:2236282,autoria
CD:141470,CP:2236284,autoria
CD:204531,CP:2236286,autoria
CD:204572,CP:2236291,autoria
CD:204572,CP:2236293,autoria
CD:204572,CP:2236295,autoria
CD:204472,CP:2236310,autoria
CD:204472,CP:2236311,autoria
CD:178929,CP:2236328,autoria
CO:253,CP:2236335,autoria
CD:204514,CP:2236336,autoria
CD:160673,CP:2236337,autoria
CD:204541,CP:2236340,autoria
CD:204528,CP:2236342,autoria
CO:253,CP:2236343,autoria
CD:73701,CP:2236354,autoria
CD:73701,CP:2236355,autoria
CD:204542,CP:2236365,autoria
CD:204542,CP:2236366,autoria
CD:204544,CP:2236368,autoria
CD:204544,CP:2236369,autoria
CD:204544,CP:2236370,autoria
CD:204544,CP:2236371,autoria
CD:204544,CP:2236373,autoria
CD:204544,CP:2236374,autoria
CD:204544,CP:2236375,autoria
CD:204544,CP:2236376,autoria
CD:204544,CP:2236377,autoria
CD:204544,CP:2236378,autoria
CD:204544,CP:2236379,autoria
CD:204544,CP:2236381,autoria
CD:204544,CP:2236383,autoria
CD:204544,CP:2236384,autoria
CD:204544,CP:2236385,autoria
CD:204544,CP:2236386,autoria
CD:204544,CP:2236387,autoria
CD:204544,CP:2236388,autoria
CD:204544,CP:2236389,autoria
CD:204544,CP:2236390,autoria
CD:204572,CP:2236392,autoria
CD:204544,CP:2236394,autoria
CD:204544,CP:2236395,autoria
CD:204544,CP:2236399,autoria
CD:204544,CP:2236400,autoria
CD:204544,CP:2236402,autoria
CD:81297,CP:2236404,autoria
CD:178956,CP:2236405,autoria
CD:204544,CP:2236413,autoria
CD:204544,CP:2236414,autoria
CD:204544,CP:2236415,autoria
CD:204544,CP:2236416,autoria
CD:73943,CP:2236423,autoria
CD:73943,CP:2236426,autoria
CD:205535,CP:2236441,autoria
CD:204561,CP:2236445,autoria
CD:204561,CP:2236447,autoria
CD:204531,CP:2236455,autoria
CD:204531,CP:2236456,autoria
CD:204531,CP:2236457,autoria
CD:204531,CP:2236458,autoria
CD:204531,CP:2236459,autoria
CD:204531,CP:2236460,autoria
CD:204531,CP:2236461,autoria
CD:204531,CP:2236462,autoria
CD:160639,CP:2236463,autoria
CD:204412,CP:2236465,autoria
CD:204389,CP:2236471,autoria
CD:204455,CP:2236473,autoria
CD:204455,CP:2236474,autoria
CD:160655,CP:2236479,autoria
CD:204462,CP:2236482,autoria
CD:72442,CP:2236487,autoria
CD:72442,CP:2236490,autoria
CD:72442,CP:2236492,autoria
CD:66179,CP:2236494,autoria
CD:178954,CP:2236499,autoria
CD:204549,CP:2236505,autoria
CD:204512,CP:2236513,autoria
CD:122974,CP:2236550,autoria
CD:133968,CP:2236559,autoria
CD:204441,CP:2236564,autoria
CD:133968,CP:2236576,autoria
CD:90842,CP:2236577,autoria
CD:204572,CP:2236579,autoria
CD:204477,CP:2236584,autoria
CD:204477,CP:2236585,autoria
CD:160642,CP:2236587,autoria
CD:205865,CP:2236588,autoria
CD:204399,CP:2236591,autoria
CD:66828,CP:2236597,autoria
CD:66828,CP:2236598,autoria
CD:204541,CP:2236602,autoria
CD:204541,CP:2236603,autoria
CD:178928,CP:2236607,autoria
CO:5438,CP:2236610,autoria
CD:204514,CP:2236611,autoria
CD:204514,CP:2236612,autoria
CD:204462,CP:2236618,autoria
CD:204517,CP:2236620,autoria
CD:141411,CP:2236630,autoria
CD:164359,CP:2236636,autoria
CD:164359,CP:2236637,autoria
CD:164359,CP:2236638,autoria
CD:160976,CP:2236649,autoria
CD:204367,CP:2236656,autoria
CD:204521,CP:2236658,autoria
CD:204521,CP:2236659,autoria
CD:204487,CP:2236661,autoria
CD:204511,CP:2236666,autoria
CD:204511,CP:2236667,autoria
CD:204511,CP:2236668,autoria
CD:204463,CP:2236670,autoria
CD:160592,CP:2236671,autoria
CD:204526,CP:2236709,autoria
CD:204428,CP:2236713,autoria
CD:178874,CP:2236716,autoria
CD:204532,CP:2236717,autoria
CD:204469,CP:2236721,autoria
CD:204496,CP:2236724,autoria
CD:204478,CP:2236725,autoria
CD:204496,CP:2236726,autoria
CD:204496,CP:2236727,autoria
CD:204496,CP:2236728,autoria
CD:204572,CP:2236732,autoria
CD:66179,CP:2236738,autoria
CD:66179,CP:2236739,autoria
CD:178839,CP:2236740,autoria
CD:204566,CP:2236753,autoria
CD:204566,CP:2236754,autoria
CD:204566,CP:2236755,autoria
CD:204566,CP:2236756,autoria
CO:253,CP:2236765,autoria
CD:204388,CP:2236769,autoria
CD:178993,CP:2236771,autoria
CD:204527,CP:2236772,autoria
CD:204527,CP:2236773,autoria
CD:204527,CP:2236775,autoria
CD:204527,CP:2236776,autoria
CD:204527,CP:2236777,autoria
CD:178843,CP:2236778,autoria
CD:204419,CP:2236783,autoria
CD:204520,CP:2236788,autoria
CD:204520,CP:2236789,autoria
CD:204520,CP:2236790,autoria
CD:177282,CP:2236796,autoria
CD:204388,CP:2236808,autoria
CD:141508,CP:2236823,autoria
CD:160758,CP:2236831,autoria
CD:204536,CP:2236835,autoria
CD:160588,CP:2236836,autoria
CD:160588,CP:2236837,autoria
CD:160588,CP:2236838,autoria
CD:204536,CP:2236844,autoria
CD:74052,CP:2236847,autoria
CD:204462,CP:2236857,autoria
CO:78,CP:2236858,autoria
CO:253,CP:2236866,autoria
CD:205863,CP:2236869,autoria
CD:204377,CP:2236883,autoria
CD:204377,CP:2236884,autoria
CD:141470,CP:2236885,autoria
CD:141470,CP:2236888,autoria
CD:205476,CP:2236894,autoria
CD:178970,CP:2236922,autoria
CD:160651,CP:2236924,autoria
CD:74305,CP:2236927,autoria
CD:204561,CP:2236929,autoria
CD:204561,CP:2236930,autoria
CD:204561,CP:2236931,autoria
CD:204526,CP:2236933,autoria
CD:204436,CP:2236938,autoria
CD:156190,CP:2236939,autoria
CD:204436,CP:2236940,autoria
CD:204359,CP:2236941,autoria
CD:204359,CP:2236943,autoria
CD:178882,CP:2236947,autoria
CD:204570,CP:2236948,autoria
CD:204536,CP:2236951,autoria
CD:204536,CP:2236953,autoria
CD:204488,CP:2236960,autoria
CD:160534,CP:2236966,autoria
CD:74371,CP:2236967,autoria
CD:74371,CP:2236968,autoria
CD:74371,CP:2236969,autoria
CD:74371,CP:2236970,autoria
CD:74371,CP:2236971,autoria
CD:74371,CP:2236972,autoria
CD:74371,CP:2236973,autoria
CD:74371,CP:2236974,autoria
CD:74371,CP:2236975,autoria
CD:178948,CP:2236981,autoria
CD:178948,CP:2236982,autoria
CD:178948,CP:2236983,autoria
CD:178948,CP:2236984,autoria
CD:178948,CP:2236985,autoria
CD:204466,CP:2236990,autoria
CD:178925,CP:2236991,autoria
CD:178925,CP:2236992,autoria
CD:178925,CP:2236993,autoria
CD:204540,CP:2236998,autoria
CD:178925,CP:2237000,autoria
CD:204514,CP:2237011,autoria
CD:204514,CP:2237012,autoria
CD:204572,CP:2237015,autoria
CD:204468,CP:2237018,autoria
CD:204471,CP:2237020,autoria
CD:73466,CP:2237021,autoria
CD:204541,CP:2237023,autoria
CD:204541,CP:2237024,autoria
CD:90842,CP:2237025,autoria
CD:160610,CP:2237026,autoria
CD:204454,CP:2237027,autoria
CD:204499,CP:2237041,autoria
CD:204499,CP:2237042,autoria
CD:204516,CP:2237045,autoria
CD:204516,CP:2237046,autoria
CD:204511,CP:2237076,autoria
CD:204536,CP:2237077,autoria
CD:204536,CP:2237078,autoria
CD:204359,CP:2237079,autoria
CD:204359,CP:2237081,autoria
CD:204359,CP:2237082,autoria
CD:204469,CP:2237085,autoria
CO:253,CP:2237089,autoria
CD:204380,CP:2237092,autoria
CD:160653,CP:2237095,autoria
CD:72442,CP:2237145,autoria
CD:72442,CP:2237146,autoria
CD:72442,CP:2237147,autoria
CD:204572,CP:2237155,autoria
CD:178966,CP:2237156,autoria
CD:204429,CP:2237166,autoria
CD:204532,CP:2237172,autoria
CD:171623,CP:2237176,autoria
CD:204526,CP:2237180,autoria
CD:160640,CP:2237181,autoria
CD:204479,CP:2237190,autoria
CD:74158,CP:2237193,autoria
CD:74305,CP:2237212,autoria
CD:204428,CP:2237261,autoria
CD:204426,CP:2237305,autoria
CD:204415,CP:2237311,autoria
CD:178925,CP:2237312,autoria
CD:204454,CP:2237319,autoria
CD:204497,CP:2237320,autoria
CD:205535,CP:2237326,autoria
CD:204522,CP:2237331,autoria
CD:204433,CP:2237332,autoria
CD:204455,CP:2237346,autoria
CD:204516,CP:2237351,autoria
CD:204441,CP:2237356,autoria
CD:204451,CP:2237368,autoria
CD:90842,CP:2237369,autoria
CD:178874,CP:2237371,autoria
CD:81297,CP:2237375,autoria
CD:81297,CP:2237376,autoria
CD:204381,CP:2237472,autoria
CD:204372,CP:2237590,autoria
CD:146788,CP:2237591,autoria
CO:253,CP:2237596,autoria
CD:204381,CP:2237604,autoria
CD:204572,CP:2237632,autoria
CD:205535,CP:2237640,autoria
CD:204421,CP:2237641,autoria
CD:204421,CP:2237642,autoria
CD:204421,CP:2237643,autoria
CD:204512,CP:2237653,autoria
CD:204512,CP:2237654,autoria
CD:178975,CP:2237658,autoria
CD:204507,CP:2237659,autoria
CD:204478,CP:2237661,autoria
CD:178873,CP:2237669,autoria
CD:204533,CP:2237677,autoria
CD:204541,CP:2237683,autoria
CD:204541,CP:2237684,autoria
CD:204541,CP:2237685,autoria
CD:141470,CP:2237689,autoria
CD:178884,CP:2237690,autoria
CD:74305,CP:2237693,autoria
CD:178884,CP:2237701,autoria
CD:205476,CP:2237703,autoria
CD:73486,CP:2237705,autoria
CD:73486,CP:2237706,autoria
CD:204529,CP:2237708,autoria
CD:204529,CP:2237710,autoria
CD:204478,CP:2237717,autoria
CD:204526,CP:2237718,autoria
CD:160655,CP:2237719,autoria
CD:204358,CP:2237731,autoria
CD:204487,CP:2237733,autoria
CD:204383,CP:2237735,autoria
CD:204523,CP:2237742,autoria
CD:204544,CP:2237750,autoria
CD:204544,CP:2237751,autoria
CD:72442,CP:2237752,autoria
CD:178951,CP:2237753,autoria
CD:204488,CP:2237762,autoria
CD:204433,CP:2237773,autoria
CD:204499,CP:2237789,autoria
CD:207309,CP:2237793,autoria
CD:204404,CP:2237801,autoria
CD:178989,CP:2237807,autoria
CD:178989,CP:2237810,autoria
CD:160518,CP:2237813,autoria
CD:160632,CP:2237814,autoria
CD:204389,CP:2237833,autoria
CD:204572,CP:2237848,autoria
CD:195866,CP:2237873,autoria
CD:178975,CP:2237875,autoria
CD:198783,CP:2237876,autoria
CD:198783,CP:2237877,autoria
CD:198783,CP:2237878,autoria
CD:204496,CP:2237886,autoria
CD:204380,CP:2237887,autoria
CD:204456,CP:2237888,autoria
CD:204456,CP:2237889,autoria
CD:204538,CP:2237910,autoria
CD:204421,CP:2237912,autoria
CD:204365,CP:2237917,autoria
CD:204365,CP:2237918,autoria
CD:204365,CP:2237919,autoria
CD:204391,CP:2237923,autoria
CD:204520,CP:2237926,autoria
CD:204396,CP:2237927,autoria
CD:204393,CP:2237929,autoria
CD:204393,CP:2237930,autoria
CD:204452,CP:2237932,autoria
CD:213274,CP:2237933,autoria
CD:160758,CP:2237945,autoria
CD:204377,CP:2237947,autoria
CD:212625,CP:2237955,autoria
CD:204359,CP:2238003,autoria
CD:204532,CP:2238009,autoria
CD:212504,CP:2238057,autoria
CD:212504,CP:2238058,autoria
CD:212504,CP:2238059,autoria
CD:212504,CP:2238060,autoria
CD:212504,CP:2238061,autoria
CD:204531,CP:2238062,autoria
CD:204531,CP:2238063,autoria
CD:212504,CP:2238065,autoria
CD:178884,CP:2238100,autoria
CD:141470,CP:2238101,autoria
CO:253,CP:2238102,autoria
CD:204544,CP:2238104,autoria
CD:178948,CP:2238109,autoria
CD:204534,CP:2238110,autoria
CD:204534,CP:2238111,autoria
CO:253,CP:2238112,autoria
CD:204544,CP:2238114,autoria
CD:204544,CP:2238115,autoria
CD:204544,CP:2238116,autoria
CD:204544,CP:2238117,autoria
CD:204544,CP:2238118,autoria
CD:204544,CP:2238119,autoria
CD:204544,CP:2238120,autoria
CD:204544,CP:2238121,autoria
CD:204544,CP:2238122,autoria
CD:204544,CP:2238123,autoria
CD:204544,CP:2238124,autoria
CD:204544,CP:2238125,autoria
CD:204544,CP:2238126,autoria
CD:204544,CP:2238127,autoria
CD:204544,CP:2238128,autoria
CD:204544,CP:2238129,autoria
CD:204544,CP:2238130,autoria
CD:204544,CP:2238131,autoria
CD:204544,CP:2238132,autoria
CD:204544,CP:2238133,autoria
CD:204544,CP:2238141,autoria
CD:178970,CP:2238151,autoria
CD:194260,CP:2238153,autoria
CD:205476,CP:2238154,autoria
CD:204439,CP:2238156,autoria
CD:204359,CP:2238159,autoria
CD:204483,CP:2238166,autoria
CD:204514,CP:2238169,autoria
CD:204514,CP:2238170,autoria
CD:204514,CP:2238171,autoria
CD:204514,CP:2238172,autoria
CD:205535,CP:2238177,autoria
CD:205535,CP:2238178,autoria
CD:205535,CP:2238179,autoria
CD:204532,CP:2238185,autoria
CD:204532,CP:2238186,autoria
CD:204353,CP:2238189,autoria
CD:160653,CP:2238194,autoria
CD:204575,CP:2238198,autoria
CD:81055,CP:2238199,autoria
CD:160588,CP:2238200,autoria
CD:81055,CP:2238201,autoria
CD:204512,CP:2238203,autoria
CD:141439,CP:2238205,autoria
CD:194260,CP:2238206,autoria
CD:194260,CP:2238207,autoria
CD:178962,CP:2238209,autoria
CD:178912,CP:2238223,autoria
CD:204534,CP:2238231,autoria
CD:204526,CP:2238239,autoria
CD:204572,CP:2238246,autoria
CO:253,CP:2238250,autoria
CO:253,CP:2238254,autoria
CO:253,CP:2238255,autoria
CD:204496,CP:2238258,autoria
CD:204496,CP:2238259,autoria
CD:204487,CP:2238265,autoria
CD:204542,CP:2238300,autoria
CD:73466,CP:2238308,autoria
CD:204527,CP:2238325,autoria
CD:204527,CP:2238326,autoria
CD:204527,CP:2238327,autoria
CD:204527,CP:2238328,autoria
CD:204527,CP:2238329,autoria
CD:204527,CP:2238330,autoria
CD:204527,CP:2238331,autoria
CD:204527,CP:2238332,autoria
CD:204462,CP:2238333,autoria
CD:204541,CP:2238355,autoria
CD:74052,CP:2238358,autoria
CD:204389,CP:2238366,autoria
CD:204471,CP:2238367,autoria
CD:204549,CP:2238371,autoria
CD:178909,CP:2238374,autoria
CD:204356,CP:2238384,autoria
CD:204444,CP:2238385,autoria
CD:81297,CP:2238387,autoria
CD:204527,CP:2238395,autoria
CD:204570,CP:2238399,autoria
CD:204570,CP:2238400,autoria
CD:204472,CP:2238401,autoria
CD:204472,CP:2238402,autoria
CD:178929,CP:2238404,autoria
CD:74262,CP:2238411,autoria
CD:204500,CP:2238418,autoria
CD:171623,CP:2238420,autoria
CD:178953,CP:2238421,autoria
CD:90201,CP:2238422,autoria
CD:204540,CP:2238428,autoria
CD:204540,CP:2238430,autoria
CD:160570,CP:2238432,autoria
CD:160570,CP:2238433,autoria
CD:160570,CP:2238434,autoria
CD:74655,CP:2238435,autoria
CD:160512,CP:2238441,autoria
CD:72442,CP:2238444,autoria
CD:72442,CP:2238445,autoria
CD:90201,CP:2238454,autoria
CD:204541,CP:2238455,autoria
CD:204433,CP:2238457,autoria
CD:204377,CP:2238462,autoria
CD:204377,CP:2238463,autoria
CD:204377,CP:2238464,autoria
CD:204377,CP:2238465,autoria
CD:204377,CP:2238466,autoria
CD:204377,CP:2238467,autoria
CD:205863,CP:2238469,autoria
CD:205863,CP:2238470,autoria
CD:204553,CP:2238471,autoria
CD:204463,CP:2238472,autoria
CD:204526,CP:2238473,autoria
CD:178842,CP:2238474,autoria
CD:74159,CP:2238475,autoria
CD:213274,CP:2238479,autoria
CD:160604,CP:2238480,autoria
CD:141401,CP:2238496,autoria
CD:141401,CP:2238497,autoria
CD:204389,CP:2238502,autoria
CD:204480,CP:2238509,autoria
CD:204382,CP:2238523,autoria
CD:204382,CP:2238524,autoria
CD:204382,CP:2238525,autoria
CD:204534,CP:2238527,autoria
CD:160570,CP:2238543,autoria
CO:2014,CP:2238554,autoria
CO:2014,CP:2238555,autoria
CO:2014,CP:2238556,autoria
CO:2014,CP:2238557,autoria
CO:2014,CP:2238558,autoria
CO:2014,CP:2238559,autoria
CO:2014,CP:2238560,autoria
CD:204452,CP:2238563,autoria
CD:204427,CP:2238567,autoria
CD:204416,CP:2238569,autoria
CD:204534,CP:2238572,autoria
CD:204572,CP:2238588,autoria
CD:204572,CP:2238590,autoria
CD:204541,CP:2238596,autoria
CD:204541,CP:2238597,autoria
CD:204541,CP:2238598,autoria
CD:204541,CP:2238599,autoria
CD:204541,CP:2238601,autoria
CD:204462,CP:2238602,autoria
CD:204462,CP:2238604,autoria
CD:204397,CP:2238611,autoria
CD:204519,CP:2238629,autoria
CD:141470,CP:2238631,autoria
CD:205863,CP:2238632,autoria
CD:204572,CP:2238641,autoria
CD:141391,CP:2238652,autoria
CD:178977,CP:2238659,autoria
CD:160976,CP:2238661,autoria
CD:204371,CP:2238663,autoria
CD:204421,CP:2238670,autoria
CD:72442,CP:2238676,autoria
CD:204473,CP:2238677,autoria
CD:160635,CP:2238684,autoria
CD:178961,CP:2238685,autoria
CD:74158,CP:2238698,autoria
CD:141459,CP:2238702,autoria
CO:102210,CP:2238710,autoria
CD:178945,CP:2238713,autoria
CD:178945,CP:2238714,autoria
CD:178945,CP:2238715,autoria
CD:178945,CP:2238716,autoria
CD:204519,CP:2238761,autoria
CO:102212,CP:2238763,autoria
CD:204546,CP:2238861,autoria
CD:204382,CP:2238864,autoria
CD:178925,CP:2238866,autoria
CD:178925,CP:2238867,autoria
CD:178925,CP:2238868,autoria
CD:178925,CP:2238871,autoria
CD:178925,CP:2238874,autoria
CD:178925,CP:2238875,autoria
CD:160534,CP:2238876,autoria
CD:178952,CP:2238882,autoria
CD:150418,CP:2238884,autoria
CD:178836,CP:2238885,autoria
CD:178931,CP:2238889,autoria
CD:160534,CP:2238895,autoria
CD:204532,CP:2238896,autoria
CD:204556,CP:2238899,autoria
CD:204556,CP:2238900,autoria
CD:204480,CP:2238931,autoria
CD:160588,CP:2238965,autoria
CD:160653,CP:2238971,autoria
CD:198783,CP:2238976,autoria
CD:204459,CP:2238980,autoria
CD:204564,CP:2238984,autoria
CD:204564,CP:2238985,autoria
CD:204491,CP:2238990,autoria
CD:204491,CP:2238991,autoria
CD:204480,CP:2239003,autoria
CD:204359,CP:2239032,autoria
CD:204359,CP:2239033,autoria
CD:204415,CP:2239046,autoria
CD:204451,CP:2239056,autoria
CD:81297,CP:2239092,autoria
CD:204382,CP:2239094,autoria
CD:204382,CP:2239095,autoria
CD:178961,CP:2239097,autoria
CD:204520,CP:2239098,autoria
CD:178961,CP:2239099,autoria
CD:143084,CP:2239111,autoria
CO:253,CP:2239115,autoria
CD:204532,CP:2239119,autoria
CD:204532,CP:2239120,autoria
CD:178842,CP:2239121,autoria
CD:204416,CP:2239122,autoria
CO:102211,CP:2239124,autoria
CD:178975,CP:2239349,autoria
CD:204453,CP:2239353,autoria
CD:160559,CP:2239354,autoria
CD:74585,CP:2239356,autoria
CD:74585,CP:2239357,autoria
CD:178961,CP:2239360,autoria
CD:204542,CP:2239362,autoria
CD:178873,CP:2239363,autoria
CD:178873,CP:2239364,autoria
CD:178873,CP:2239365,autoria
CD:171619,CP:2239366,autoria
CD:204542,CP:2239367,autoria
CD:141422,CP:2239369,autoria
CD:76874,CP:2239370,autoria
CD:204377,CP:2239371,autoria
CD:204515,CP:2239373,autoria
CD:204388,CP:2239374,autoria
CD:178873,CP:2239375,autoria
CD:178882,CP:2239379,autoria
CD:204366,CP:2239385,autoria
CD:204460,CP:2239388,autoria
CD:204467,CP:2239398,autoria
CD:204496,CP:2239399,autoria
CD:204535,CP:2239400,autoria
CD:141508,CP:2239403,autoria
CD:141508,CP:2239404,autoria
CD:204483,CP:2239406,autoria
CD:72442,CP:2239407,autoria
CD:72442,CP:2239408,autoria
CD:72442,CP:2239409,autoria
CD:204541,CP:2239419,autoria
CD:74398,CP:2239424,autoria
CD:204453,CP:2239426,autoria
CD:204453,CP:2239427,autoria
CD:178970,CP:2239431,autoria
CD:178970,CP:2239432,autoria
CD:178970,CP:2239433,autoria
CD:204418,CP:2239436,autoria
CD:204483,CP:2239437,autoria
CD:204542,CP:2239449,autoria
CD:204359,CP:2239452,autoria
CD:74439,CP:2239453,autoria
CD:178931,CP:2239455,autoria
CD:160512,CP:2239457,autoria
CD:160592,CP:2239458,autoria
CD:204503,CP:2239459,autoria
CD:204395,CP:2239460,autoria
CD:212749,CP:2239461,autoria
CD:204532,CP:2239462,autoria
CD:205535,CP:2239465,autoria
CD:204535,CP:2239467,autoria
CD:204516,CP:2239470,autoria
CD:197438,CP:2239471,autoria
CD:204389,CP:2239473,autoria
CD:178956,CP:2239474,autoria
CD:178842,CP:2239476,autoria
CD:204488,CP:2239477,autoria
CD:204488,CP:2239478,autoria
CD:178884,CP:2239480,autoria
CD:204464,CP:2239481,autoria
CD:204464,CP:2239483,autoria
CD:160588,CP:2239485,autoria
CD:204412,CP:2239486,autoria
CD:74262,CP:2239488,autoria
CD:92346,CP:2239491,autoria
CD:178927,CP:2239493,autoria
CD:204532,CP:2239494,autoria
CD:204377,CP:2239495,autoria
CD:204377,CP:2239496,autoria
CD:204546,CP:2239498,autoria
CD:204546,CP:2239499,autoria
CD:178839,CP:2239513,autoria
CD:74356,CP:2239526,autoria
CD:204467,CP:2239527,autoria
CD:204478,CP:2239531,autoria
CD:178927,CP:2239532,autoria
CD:204361,CP:2239533,autoria
CD:204361,CP:2239534,autoria
CD:204361,CP:2239535,autoria
CD:204361,CP:2239536,autoria
CD:204363,CP:2239537,autoria
CD:74161,CP:2239538,autoria
CD:74161,CP:2239539,autoria
CD:74161,CP:2239540,autoria
CD:178873,CP:2239560,autoria
CD:204541,CP:2239603,autoria
CD:204544,CP:2239604,autoria
CD:160592,CP:2239605,autoria
CD:132504,CP:2239606,autoria
CD:204575,CP:2239612,autoria
CD:204575,CP:2239613,autoria
CD:116379,CP:2239616,autoria
CD:204467,CP:2239618,autoria
